idx,sentence,label
123,"An extreme one sided presentation of global warming alarmism and crazy energy schemes. Features long time environmental radicals like Lester Brown, Van Jones and Armory Lovins. Takes a patronizing attitude toward featured ""regular guys"" who supposedly benefit from windmills, etc. The regular guys use profanity to make them seem more regular. Makes all kinds of unsubstantiated statements blaming every bad weather event on climate change being here now.Everthing in this movie is pretty much a lie.",0
124,"Although the box was adorably small, the figurines were misshapen. I could have fixed that because I like doing that. Unfortunately the tune ""Jingle Bells"" didn't include the chorus!!! What's Jingle Bells without the chorus? I couldn't fix that so I returned it.",0
125,"I found this workout challenging and and set at a good pace. The lighting is not bright enough so you can't always see exactly how to adjust your form and the background music is terrible (a constant ""wonnnng wong"")but the workout itself is great. If you can tolerate the music and ""greyish"" lighting it's defintely a dvd I would recomend.",1
127,"This is a book of enlightenment. Sadness, happiness, and life are all presented in such a beautiful fashion. An adventure of a lifetime and a true book of insight.",1
128,Mr. Clarke seems to have had a memory failure or he is simply delusional. It truly is a shame that Mr. Clarke would sell his soul for a buck.,0
129,IT IS A WONDERFUL BOOK FULL OF GREAT STORIES AND GREAT RECIPIES FROM A WONDERFUL WOMAN. VERY CHARMING BOOK!,1
130,The book arrived promptly and was in great shape. Why this review requires a certain number of words in order to post it is ridiculous.,1
131,"This book is exactly what I was looking for. The artwork is amazing, and that's what I really got this for - the artwork. With fine printing and amazing color, The Dinosaurs: A Fantastic New View of a Lost Era really pulls the imagination into the work being described. Definitely recommend.",1
132,"I heard listen to your heart by DHT for the first time today and was rather dissapointed that anyone would try to cover Roxettes best song in such a flatlining fashion. It seemed to produce the same result that could happen if Barry Manilow tried to cover Jay Hawkins ""I put a spell on you"". Fogarty came close and Joe Cocker with the help of E.C. did a nice job, however I never felt that anyone else really got what the song was about except for screaming Jay who was perhaps at one time the scariest dude on the planet. So it is with Listen To Your Heart. Not enough passion. Check out the Roxette version if you would like to remember ""when love was wilder ... than the wind...""PK",0
133,"It was fine until it suddenly failed one morning. We poured our coffee as usual, turned it off, and it was just blank and dead when we tried to brew with it a few hours later. 10 months is beyond the warranty. VERY disappointed in MR. COFFEE brand quality.",0
134,"Practically eliminated noticable fine lines and crows feet within a week, BUT you might want to use it very sparingly at first until you know if you are allergic to it. (Other reviewers have been allergic to it as well.) It can cause an itcy, red burn allergic reaction to your skin. I also got a red skin/burn reaction from it using it on my shins for dryness. I dont want to say dont use it, because it does work wonderfully on fine wrinkles, but at the same time, I want you to know it might cause you reaction problems. I had to quit using it completely. :(",0
